date/time,nAverages,w_LO,attenuation,wait_period,report
2023-04-19 21:15:45.222089,500,5500000000.0,20,10000,"Execution report for job 1677293129128
No errors
Execution report for job 1677293129137
No errors
Execution report for job 1677293129147
No errors
Execution report for job 1677293129156
No errors
Execution report for job 1677293129166
No errors
Execution report for job 1677293129176
No errors
"
