date/time,nAverages,w_LO,attenuation,wait_period,report
2023-04-18 23:36:38.816423,500,5500000000.0,20,10000,"Execution report for job 1677293128459
No errors
Execution report for job 1677293128469
No errors
Execution report for job 1677293128479
No errors
Execution report for job 1677293128488
No errors
Execution report for job 1677293128498
No errors
Execution report for job 1677293128508
No errors
"
